POINT;TONS;CODE_GROUP;NAME_GROUP;CODE_ITEM;CODE_ORIGIN;CODE_DESTINATION;WAGON_OWNER;TONKMS1000
15/01/2014;608.543;G01;Grain;ITM1;STA128;STA441;operator owned;46.248
15/01/2014;1137.332;G01;Grain;ITM1;STA128;STA441;operator owned;86.432
15/01/2014;521.951;G01;Grain;ITM1;STA128;STA93;operator owned;714.544
15/01/2014;1152.375;G01;Grain;ITM1;STA128;STA93;operator owned;1577.61
15/01/2014;373.92;G01;Grain;ITM1;STA174;STA93;operator owned;526.846
15/01/2014;1204.662;G01;Grain;ITM1;STA174;STA93;operator owned;1697.363
15/01/2014;422.074;G01;Grain;ITM1;STA351;STA93;operator owned;38.401
15/01/2014;933.127;G01;Grain;ITM1;STA16;STA33;operator owned;1717.88
15/01/2014;1977.84;G01;Grain;ITM1;STA16;STA54;operator owned;3627.356
15/01/2014;831.48;G01;Grain;ITM1;STA16;STA77;operator owned;1530.747
15/01/2014;164.82;G01;Grain;ITM1;STA16;STA365;operator owned;279.198
15/01/2014;1348.08;G01;Grain;ITM1;STA200;STA54;operator owned;2538.425
15/01/2014;2744.745;G01;Grain;ITM1;STA200;STA54;operator owned;5168.349
15/01/2014;78.72;G01;Grain;ITM1;STA335;STA440;operator owned;165.152
15/01/2014;2421.501;G01;Grain;ITM1;STA7;STA54;operator owned;4581.479
15/01/2014;411.066;G01;Grain;ITM1;STA401;STA54;operator owned;740.448
15/01/2014;1628.458;G01;Grain;ITM1;STA373;STA54;operator owned;3162.478
15/01/2014;659.28;G01;Grain;ITM1;STA373;STA215;operator owned;1262.521
15/01/2014;1568.988;G01;Grain;ITM1;STA412;STA386;operator owned;3364.198
15/01/2014;500.61;G01;Grain;ITM1;STA138;STA54;operator owned;925.624
15/01/2014;246.504;G01;Grain;ITM1;STA163;STA110;operator owned;453.821
15/01/2014;147.6;G01;Grain;ITM1;STA212;STA337;operator owned;286.639
15/01/2014;760.14;G01;Grain;ITM1;STA363;STA54;operator owned;1386.493
15/01/2014;1005.402;G01;Grain;ITM1;STA383;STA54;operator owned;1875.073
15/01/2014;585.603;G01;Grain;ITM1;STA400;STA343;operator owned;405.814
15/01/2014;80.995;G01;Grain;ITM1;STA400;STA110;railroad own;155.583
15/01/2014;158.855;G01;Grain;ITM1;STA400;STA110;operator owned;305.151
15/01/2014;73.8;G01;Grain;ITM1;STA400;STA376;operator owned;146.419
15/01/2014;662.109;G01;Grain;ITM1;STA400;STA54;operator owned;1261.316
15/01/2014;159.9;G01;Grain;ITM1;STA19;STA307;operator owned;283.663
15/01/2014;161.597;G01;Grain;ITM1;STA85;STA215;operator owned;308.164
15/01/2014;590.4;G01;Grain;ITM1;STA8;STA54;operator owned;853.718
15/01/2014;86.1;G01;Grain;ITM1;STA214;STA307;railroad own;128.72
15/01/2014;4110.045;G01;Grain;ITM1;STA214;STA307;operator owned;6094.355
15/01/2014;1518.189;G01;Grain;ITM1;STA214;STA318;operator owned;2395.696
15/01/2014;590.4;G01;Grain;ITM1;STA264;STA370;operator owned;196.603
15/01/2014;83.64;G01;Grain;ITM1;STA306;STA46;operator owned;134.66
15/01/2014;221.4;G01;Grain;ITM1;STA306;STA38;operator owned;263.687
15/01/2014;1997.458;G01;Grain;ITM1;STA306;STA58;operator owned;2360.985
15/01/2014;247.23;G01;Grain;ITM1;STA306;STA337;operator owned;463.55
15/01/2014;79.95;G01;Grain;ITM1;STA306;STA337;operator owned;149.9
15/01/2014;442.8;G01;Grain;ITM1;STA306;STA33;operator owned;750.103
15/01/2014;67.158;G01;Grain;ITM1;STA306;STA142;operator owned;115.239
15/01/2014;84.87;G01;Grain;ITM1;STA306;STA191;railroad own;142.065
15/01/2014;2294.749;G01;Grain;ITM1;STA306;STA191;operator owned;3841.401
15/01/2014;163.037;G01;Grain;ITM1;STA306;STA307;operator owned;261.338
15/01/2014;73.8;G01;Grain;ITM1;STA306;STA365;railroad own;114.169
15/01/2014;221.4;G01;Grain;ITM1;STA306;STA365;operator owned;342.506
15/01/2014;1180.8;G01;Grain;ITM1;STA306;STA365;operator owned;1826.698
15/01/2014;486.096;G01;Grain;ITM1;STA306;STA318;operator owned;819.549
15/01/2014;81.303;G01;Grain;ITM1;STA63;STA306;railroad own;24.059
15/01/2014;2710.662;G01;Grain;ITM1;STA63;STA306;operator owned;726.45
15/01/2014;2015.662;G01;Grain;ITM1;STA63;STA77;operator owned;3087.989
15/01/2014;159.9;G01;Grain;ITM1;STA108;STA337;operator owned;286.541
15/01/2014;83.64;G01;Grain;ITM1;STA202;STA102;operator owned;127.293
15/01/2014;147.6;G01;Grain;ITM1;STA402;STA434;operator owned;306.713
15/01/2014;430.5;G01;Grain;ITM1;STA422;STA212;operator owned;319.431
15/01/2014;253.995;G01;Grain;ITM1;STA227;STA155;operator owned;118.609
15/01/2014;83.64;G01;Grain;ITM1;STA441;STA384;operator owned;170.121
15/01/2014;755.626;G01;Grain;ITM1;STA315;STA54;operator owned;1527.869
15/01/2014;3310.483;G01;Grain;ITM1;STA214;STA307;operator owned;4344.274
15/01/2014;490.77;G01;Grain;ITM1;STA250;STA384;operator owned;686.586
15/01/2014;249.69;G01;Grain;ITM1;STA400;STA54;operator owned;475.653
15/01/2014;861;G01;Grain;ITM1;STA8;STA54;operator owned;1245.006
15/01/2014;1432.938;G01;Grain;ITM1;STA63;STA191;operator owned;2166.608
15/01/2014;79.95;G01;Grain;ITM1;STA332;STA110;railroad own;102.176
15/01/2014;86.1;G01;Grain;ITM1;STA332;STA110;operator owned;110.036
15/01/2014;164.82;G01;Grain;ITM1;STA87;STA21;operator owned;185.915
15/01/2014;646.98;G01;Grain;ITM1;STA63;STA337;operator owned;1108.267
15/01/2014;172.2;G01;Grain;ITM1;STA332;STA110;operator owned;220.072
15/01/2014;79.889;G01;Grain;ITM1;STA98;STA58;railroad own;86.912
15/01/2014;1507.045;G01;Grain;ITM1;STA98;STA58;operator owned;1639.664
15/01/2014;1306.014;G01;Grain;ITM1;STA372;STA54;operator owned;2430.492
15/01/2014;1618.68;G01;Grain;ITM1;STA372;STA54;operator owned;3012.356
15/01/2014;334.56;G01;Grain;ITM1;STA248;STA77;operator owned;651.383
15/01/2014;1522.74;G01;Grain;ITM1;STA248;STA77;operator owned;2964.767
15/01/2014;164.82;G01;Grain;ITM1;STA373;STA215;operator owned;315.63
15/01/2014;317.401;G01;Grain;ITM1;STA214;STA318;railroad own;500.856
15/01/2014;1190.701;G01;Grain;ITM1;STA214;STA318;operator owned;1878.923
15/01/2014;676.5;G01;Grain;ITM1;STA261;STA54;operator owned;1396.973
15/01/2014;1124.466;G01;Grain;ITM1;STA214;STA286;operator owned;1587.745
15/01/2014;330.87;G01;Grain;ITM1;STA324;STA38;railroad own;429.799
15/01/2014;1088.267;G01;Grain;ITM1;STA324;STA38;operator owned;1413.651
15/01/2014;2483.37;G01;Grain;ITM1;STA238;STA32;operator owned;499.146
15/01/2014;155.656;G01;Grain;ITM1;STA212;STA58;operator owned;195.189
15/01/2014;301.916;G01;Grain;ITM1;STA373;STA49;operator owned;216.172
15/01/2014;430.5;G01;Grain;ITM1;STA324;STA49;operator owned;242.802
15/01/2014;561.446;G01;Grain;ITM1;STA16;STA33;operator owned;1033.618
15/01/2014;799.5;G01;Grain;ITM1;STA385;STA286;operator owned;1129.694
15/01/2014;2828.68;G01;Grain;ITM1;STA313;STA365;operator owned;5320.759
15/01/2014;835.539;G01;Grain;ITM1;STA7;STA100;operator owned;1591.694
15/01/2014;3199.845;G01;Grain;ITM1;STA373;STA54;operator owned;6214.095
15/01/2014;424.35;G01;Grain;ITM1;STA416;STA256;operator owned;71.709
15/01/2014;981.356;G01;Grain;ITM1;STA431;STA286;operator owned;1790.991
15/01/2014;1377.108;G01;Grain;ITM1;STA62;STA286;operator owned;2397.541
15/01/2014;170.724;G01;Grain;ITM1;STA85;STA286;railroad own;301.657
15/01/2014;3896.886;G01;Grain;ITM1;STA85;STA286;operator owned;6885.786
15/01/2014;79.95;G01;Grain;ITM1;STA200;STA54;railroad own;150.54
15/01/2014;314.265;G01;Grain;ITM1;STA200;STA54;operator owned;591.753
15/01/2014;1232.706;G01;Grain;ITM1;STA200;STA54;operator owned;2321.182
15/01/2014;1352.754;G01;Grain;ITM1;STA373;STA337;operator owned;2881.361
15/01/2014;80.626;G01;Grain;ITM1;STA32;STA214;operator owned;13.616
15/01/2014;1209.151;G01;Grain;ITM1;STA32;STA214;operator owned;204.34
15/01/2014;2687.673;G01;Grain;ITM1;STA214;STA326;operator owned;3846.062
15/01/2014;147.6;G01;Grain;ITM1;STA372;STA54;operator owned;274.684
15/01/2014;2755.2;G01;Grain;ITM1;STA372;STA54;operator owned;5127.427
15/01/2014;2829;G01;Grain;ITM1;STA8;STA54;operator owned;4090.734
15/01/2014;3394.923;G01;Grain;ITM1;STA335;STA54;operator owned;6966.376
15/01/2014;2308.71;G01;Grain;ITM1;STA8;STA54;operator owned;3338.392
15/01/2014;325.95;G01;Grain;ITM1;STA372;STA54;operator owned;606.587
15/01/2014;920.04;G01;Grain;ITM1;STA8;STA54;operator owned;1330.368
15/01/2014;3690;G01;Grain;ITM1;STA8;STA54;operator owned;5335.74
15/01/2014;332.592;G01;Grain;ITM1;STA16;STA77;railroad own;612.294
15/01/2014;415.248;G01;Grain;ITM1;STA16;STA77;operator owned;764.47
15/01/2014;879.45;G01;Grain;ITM1;STA372;STA77;operator owned;1642.813
15/01/2014;84.87;G01;Grain;ITM1;STA372;STA11;railroad own;160.822
15/01/2014;295.2;G01;Grain;ITM1;STA372;STA11;operator owned;559.404
15/01/2014;4539.93;G01;Grain;ITM1;STA372;STA11;operator owned;8603.161
15/01/2014;1153.125;G01;Grain;ITM1;STA87;STA197;operator owned;1583.231
15/01/2014;1899.12;G01;Grain;ITM1;STA401;STA100;operator owned;4153.366
15/01/2014;76.137;G01;Grain;ITM1;STA335;STA100;railroad own;157.219
15/01/2014;3613.863;G01;Grain;ITM1;STA335;STA100;operator owned;7462.619
15/01/2014;1230;G01;Grain;ITM1;STA7;STA100;operator owned;2343.15
15/01/2014;162.36;G01;Grain;ITM1;STA7;STA100;railroad own;309.296
15/01/2014;477.24;G01;Grain;ITM1;STA7;STA100;operator owned;909.142
15/01/2014;836.4;G01;Grain;ITM1;STA8;STA100;operator owned;1220.308
15/01/2014;160.884;G01;Grain;ITM1;STA373;STA142;railroad own;317.094
15/01/2014;1301.894;G01;Grain;ITM1;STA373;STA142;operator owned;2566.026
15/01/2014;250.92;G01;Grain;ITM1;STA332;STA215;operator owned;309.886
15/01/2014;542.43;G01;Grain;ITM1;STA87;STA5;operator owned;186.05
15/01/2014;639.6;G01;Grain;ITM1;STA164;STA110;operator owned;995.857
15/01/2014;77.49;G01;Grain;ITM1;STA87;STA110;railroad own;122.348
15/01/2014;542.43;G01;Grain;ITM1;STA87;STA110;operator owned;856.486
15/01/2014;1691.25;G01;Grain;ITM1;STA214;STA49;operator owned;597.005
15/01/2014;538.617;G01;Grain;ITM1;STA315;STA77;operator owned;1092.843
15/01/2014;1217.208;G01;Grain;ITM1;STA73;STA77;operator owned;2367.467
15/01/2014;328.656;G01;Grain;ITM1;STA7;STA142;operator owned;631.347
15/01/2014;494.46;G01;Grain;ITM1;STA16;STA407;operator owned;750.091
15/01/2014;602.7;G01;Grain;ITM1;STA332;STA54;operator owned;760.607
15/01/2014;500.487;G01;Grain;ITM1;STA332;STA54;operator owned;631.605
15/01/2014;998.932;G01;Grain;ITM1;STA332;STA54;operator owned;1260.664
15/01/2014;1799.49;G01;Grain;ITM1;STA373;STA64;operator owned;3370.434
15/01/2014;86.1;G01;Grain;ITM1;STA324;STA64;railroad own;148.178
15/01/2014;1070.1;G01;Grain;ITM1;STA324;STA64;operator owned;1555.163
15/01/2014;77.305;G01;Grain;ITM1;STA373;STA64;operator owned;144.783
15/01/2014;406.207;G01;Grain;ITM1;STA373;STA64;operator owned;760.816
15/01/2014;77.982;G01;Grain;ITM1;STA163;STA102;operator owned;127.182
15/01/2014;1210.049;G01;Grain;ITM1;STA87;STA441;operator owned;728.443
15/01/2014;1164.38;G01;Grain;ITM1;STA315;STA77;operator owned;2362.523
15/01/2014;1228.77;G01;Grain;ITM1;STA373;STA77;operator owned;2394.871
15/01/2014;84.87;G01;Grain;ITM1;STA373;STA191;railroad own;163.713
15/01/2014;846.24;G01;Grain;ITM1;STA373;STA191;operator owned;1632.395
15/01/2014;602.7;G01;Grain;ITM1;STA178;STA343;operator owned;450.82
15/01/2014;500.918;G01;Grain;ITM1;STA373;STA365;operator owned;902.648
15/01/2014;1087.357;G01;Grain;ITM1;STA373;STA64;operator owned;1718.396
15/01/2014;1228.77;G01;Grain;ITM1;STA401;STA54;operator owned;2671.339
15/01/2014;2509.2;G01;Grain;ITM1;STA335;STA54;operator owned;5148.878
15/01/2014;811.677;G01;Grain;ITM1;STA430;STA54;operator owned;1523.515
15/01/2014;168.079;G01;Grain;ITM1;STA430;STA54;operator owned;315.483
15/01/2014;719.181;G01;Grain;ITM1;STA128;STA54;operator owned;1608.803
15/01/2014;1375.201;G01;Grain;ITM1;STA128;STA54;operator owned;3076.316
15/01/2014;83.332;G01;Grain;ITM1;STA315;STA54;operator owned;168.498
15/01/2014;79.95;G01;Grain;ITM1;STA306;STA54;railroad own;134.87
15/01/2014;1674.719;G01;Grain;ITM1;STA306;STA54;operator owned;2825.261
15/01/2014;1176.064;G01;Grain;ITM1;STA306;STA307;operator owned;1885.221
15/01/2014;338.25;G01;Grain;ITM1;STA162;STA54;operator owned;680.891
15/01/2014;320.722;G01;Grain;ITM1;STA335;STA54;operator owned;658.124
15/01/2014;1261.98;G01;Grain;ITM1;STA401;STA54;operator owned;2743.54
15/01/2014;3207.84;G01;Grain;ITM1;STA401;STA54;operator owned;6973.842
15/01/2014;1230;G01;Grain;ITM1;STA401;STA79;operator owned;2510.43
15/01/2014;426.81;G02;Coal;ITM2;STA148;STA54;operator owned;556.132
15/01/2014;171.954;G02;Coal;ITM3;STA210;STA198;operator owned;76.863
15/01/2014;114.587;G02;Coal;ITM3;STA210;STA16;operator owned;47.736
15/01/2014;430.5;G02;Coal;ITM3;STA210;STA107;operator owned;327.18
15/01/2014;86.1;G02;Coal;ITM3;STA198;STA82;operator owned;14.034
15/01/2014;258.3;G02;Coal;ITM3;STA16;STA261;operator owned;74.39
15/01/2014;86.1;G02;Coal;ITM3;STA373;STA72;operator owned;12.743
15/01/2014;84.87;G02;Coal;ITM3;STA213;STA160;operator owned;191.29
15/01/2014;681.42;G02;Coal;ITM3;STA213;STA107;operator owned;601.691
15/01/2014;252.15;G02;Coal;ITM3;STA213;STA214;operator owned;124.304
15/01/2014;125.46;G02;Coal;ITM3;STA213;STA8;operator owned;22.583
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA67;operator owned;64.403
15/01/2014;84.87;G02;Coal;ITM3;STA213;STA310;operator owned;164.98
15/01/2014;169.74;G02;Coal;ITM3;STA213;STA94;operator owned;361.03
15/01/2014;341.94;G02;Coal;ITM3;STA213;STA16;operator owned;255.766
15/01/2014;324.966;G02;Coal;ITM3;STA213;STA441;operator owned;333.096
15/01/2014;172.2;G02;Coal;ITM3;STA213;STA63;operator owned;75.596
15/01/2014;340.71;G02;Coal;ITM3;STA213;STA87;operator owned;162.508
15/01/2014;153.996;G02;Coal;ITM3;STA213;STA64;operator owned;197.218
15/01/2014;254.61;G02;Coal;ITM3;STA213;STA318;operator owned;329.209
15/01/2014;156.825;G02;Coal;ITM3;STA213;STA67;operator owned;107.527
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA162;operator owned;79.815
15/01/2014;255.84;G02;Coal;ITM3;STA213;STA363;operator owned;188.805
15/01/2014;172.2;G02;Coal;ITM3;STA213;STA6;railroad own;158.768
15/01/2014;498.396;G02;Coal;ITM3;STA213;STA6;operator owned;444.202
15/01/2014;425.58;G02;Coal;ITM3;STA213;STA383;operator owned;331.522
15/01/2014;255.84;G02;Coal;ITM3;STA213;STA62;operator owned;210.293
15/01/2014;408.606;G02;Coal;ITM3;STA213;STA105;operator owned;844.137
15/01/2014;170.97;G02;Coal;ITM3;STA213;STA306;operator owned;102.742
15/01/2014;426.81;G02;Coal;ITM3;STA213;STA292;operator owned;241.572
15/01/2014;424.35;G02;Coal;ITM3;STA213;STA411;operator owned;157.858
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA375;operator owned;30.738
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA105;operator owned;185.287
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA198;operator owned;83
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA261;operator owned;89.2
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA180;operator owned;112.102
15/01/2014;86.1;G02;Coal;ITM3;STA213;STA21;operator owned;118.043
15/01/2014;258.3;G02;Coal;ITM3;STA213;STA328;operator owned;242.027
15/01/2014;326.196;G02;Coal;ITM3;STA213;STA411;operator owned;115.276
15/01/2014;426.81;G02;Coal;ITM3;STA213;STA8;operator owned;153.652
15/01/2014;255.84;G02;Coal;ITM3;STA213;STA411;operator owned;95.165
15/01/2014;1708.47;G02;Coal;ITM3;STA213;STA8;operator owned;615.049
15/01/2014;84.87;G02;Coal;ITM3;STA213;STA94;operator owned;180.515
15/01/2014;426.81;G02;Coal;ITM3;STA213;STA105;operator owned;918.49
15/01/2014;169.74;G02;Coal;ITM3;STA213;STA292;operator owned;96.063
15/01/2014;852.39;G02;Coal;ITM3;STA213;STA411;operator owned;317.082
15/01/2014;170.97;G02;Coal;ITM3;STA105;STA83;operator owned;4.44
15/01/2014;170.97;G02;Coal;ITM3;STA210;STA94;operator owned;342.617
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA137;operator owned;354.043
15/01/2014;154.488;G02;Coal;ITM3;STA210;STA15;operator owned;243.725
15/01/2014;257.685;G02;Coal;ITM3;STA210;STA105;operator owned;421.312
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA149;operator owned;138.363
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA222;operator owned;264.327
15/01/2014;861;G02;Coal;ITM3;STA210;STA16;operator owned;538.125
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA411;operator owned;64.317
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA8;operator owned;40.811
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA375;operator owned;42.017
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA105;railroad own;140.774
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA105;operator owned;140.774
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA138;railroad own;55.104
15/01/2014;343.17;G02;Coal;ITM3;STA210;STA138;operator owned;219.629
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA363;operator owned;158.855
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA16;operator owned;107.625
15/01/2014;85.485;G02;Coal;ITM3;STA210;STA292;operator owned;4.182
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA70;operator owned;4.305
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA82;operator owned;24.452
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA271;operator owned;105.214
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA333;operator owned;35.129
15/01/2014;1290.885;G02;Coal;ITM3;STA210;STA115;operator owned;987.518
15/01/2014;1885.59;G02;Coal;ITM3;STA210;STA411;operator owned;469.503
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA16;operator owned;161.438
15/01/2014;429.27;G02;Coal;ITM3;STA210;STA326;operator owned;489.786
15/01/2014;2740.809;G02;Coal;ITM3;STA210;STA191;operator owned;3497.271
15/01/2014;861;G02;Coal;ITM3;STA210;STA16;operator owned;538.125
15/01/2014;1205.4;G02;Coal;ITM3;STA210;STA82;operator owned;342.334
15/01/2014;1118.439;G02;Coal;ITM3;STA210;STA16;operator owned;699.021
15/01/2014;427.425;G02;Coal;ITM3;STA210;STA276;operator owned;530.856
15/01/2014;429.27;G02;Coal;ITM3;STA210;STA105;operator owned;701.85
15/01/2014;257.07;G02;Coal;ITM3;STA210;STA261;operator owned;234.696
15/01/2014;344.4;G02;Coal;ITM3;STA210;STA186;operator owned;717.385
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA208;operator owned;171.167
15/01/2014;170.355;G02;Coal;ITM3;STA210;STA382;operator owned;313.281
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA399;operator owned;312.371
15/01/2014;515.985;G02;Coal;ITM3;STA210;STA335;operator owned;434.965
15/01/2014;514.755;G02;Coal;ITM3;STA210;STA261;operator owned;469.971
15/01/2014;429.885;G02;Coal;ITM3;STA210;STA212;operator owned;234.278
15/01/2014;170.97;G02;Coal;ITM3;STA210;STA62;operator owned;119.507
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA32;operator owned;17.306
15/01/2014;601.47;G02;Coal;ITM3;STA210;STA214;operator owned;222.544
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA176;railroad own;40.898
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA176;operator owned;122.692
15/01/2014;429.27;G02;Coal;ITM3;STA210;STA434;operator owned;641.752
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA423;operator owned;99.962
15/01/2014;1685.715;G02;Coal;ITM3;STA210;STA318;operator owned;2127.765
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA143;operator owned;91.783
15/01/2014;1549.8;G02;Coal;ITM3;STA210;STA419;operator owned;198.374
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA322;operator owned;53.726
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA137;operator owned;354.043
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA160;operator owned;366.958
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA186;operator owned;358.693
15/01/2014;430.5;G02;Coal;ITM3;STA210;STA441;operator owned;411.558
15/01/2014;688.8;G02;Coal;ITM3;STA210;STA128;operator owned;710.842
15/01/2014;430.5;G02;Coal;ITM3;STA210;STA201;operator owned;469.675
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA315;operator owned;209.998
15/01/2014;516.6;G02;Coal;ITM3;STA210;STA232;operator owned;275.864
15/01/2014;154.488;G02;Coal;ITM3;STA210;STA248;operator owned;101.635
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA373;operator owned;126.223
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA162;operator owned;207.673
15/01/2014;429.27;G02;Coal;ITM3;STA210;STA373;operator owned;314.646
15/01/2014;2840.685;G02;Coal;ITM3;STA210;STA306;operator owned;1357.846
15/01/2014;688.8;G02;Coal;ITM3;STA210;STA131;operator owned;301.006
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA337;railroad own;127.17
15/01/2014;3616.2;G02;Coal;ITM3;STA210;STA337;operator owned;5341.127
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA316;operator owned;245.041
15/01/2014;861;G02;Coal;ITM3;STA210;STA106;operator owned;481.299
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA411;railroad own;21.439
15/01/2014;171.585;G02;Coal;ITM3;STA210;STA411;operator owned;42.718
15/01/2014;430.5;G02;Coal;ITM3;STA210;STA191;operator owned;549.318
15/01/2014;343.785;G02;Coal;ITM3;STA210;STA126;operator owned;136.825
15/01/2014;601.47;G02;Coal;ITM3;STA210;STA271;operator owned;367.487
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA318;railroad own;221.794
15/01/2014;344.4;G02;Coal;ITM3;STA210;STA318;operator owned;443.587
15/01/2014;257.685;G02;Coal;ITM3;STA210;STA212;operator owned;140.429
15/01/2014;257.685;G02;Coal;ITM3;STA210;STA176;operator owned;122.397
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA337;operator owned;381.509
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA54;operator owned;332.949
15/01/2014;86.1;G02;Coal;ITM3;STA210;STA384;railroad own;99.704
15/01/2014;172.2;G02;Coal;ITM3;STA210;STA384;operator owned;199.408
15/01/2014;257.07;G02;Coal;ITM3;STA210;STA21;operator owned;219.53
15/01/2014;258.3;G02;Coal;ITM3;STA210;STA397;operator owned;280.514
15/01/2014;599.01;G02;Coal;ITM3;STA210;STA212;operator owned;326.454
15/01/2014;240.588;G02;Coal;ITM3;STA210;STA337;operator owned;331.657
15/01/2014;334.56;G02;Coal;ITM3;STA213;STA138;operator owned;255.262
15/01/2014;847.47;G02;Coal;ITM3;STA213;STA212;operator owned;566.107
15/01/2014;706.266;G02;Coal;ITM3;STA213;STA411;operator owned;245.213
15/01/2014;825.576;G02;Coal;ITM3;STA213;STA306;operator owned;486.244
15/01/2014;1669.11;G02;Coal;ITM3;STA213;STA213;operator owned;12.091
15/01/2014;1011.06;G02;Coal;ITM3;STA213;STA422;operator owned;157.723
15/01/2014;253.38;G02;Coal;ITM3;STA213;STA20;operator owned;42.558
15/01/2014;253.38;G02;Coal;ITM3;STA213;STA318;operator owned;327.611
15/01/2014;169.74;G02;Coal;ITM3;STA213;STA366;operator owned;183.319
15/01/2014;1013.52;G02;Coal;ITM3;STA213;STA53;operator owned;420.611
15/01/2014;249.69;G02;Coal;ITM3;STA213;STA331;operator owned;342.813
15/01/2014;83.64;G02;Coal;ITM3;STA213;STA208;operator owned;200.896
15/01/2014;167.28;G02;Coal;ITM3;STA213;STA281;operator owned;406.146
15/01/2014;337.02;G02;Coal;ITM3;STA213;STA382;operator owned;794.014
15/01/2014;84.87;G02;Coal;ITM3;STA213;STA399;operator owned;197.821
15/01/2014;252.15;G02;Coal;ITM3;STA213;STA410;operator owned;115.989
15/01/2014;82.41;G02;Coal;ITM3;STA213;STA16;operator owned;61.635
15/01/2014;167.28;G02;Coal;ITM3;STA213;STA335;operator owned;161.585
15/01/2014;166.05;G02;Coal;ITM3;STA213;STA115;operator owned;147.452
15/01/2014;1766.28;G02;Coal;ITM3;STA213;STA212;operator owned;1179.865
15/01/2014;666.66;G02;Coal;ITM3;STA213;STA363;operator owned;491.988
15/01/2014;167.28;G02;Coal;ITM3;STA213;STA214;operator owned;82.459
15/01/2014;168.51;G02;Coal;ITM3;STA213;STA264;operator owned;91.832
15/01/2014;507.99;G02;Coal;ITM3;STA213;STA306;operator owned;305.298
15/01/2014;236.406;G02;Coal;ITM3;STA213;STA63;operator owned;96.862
15/01/2014;169.74;G02;Coal;ITM3;STA213;STA131;operator owned;95.054
15/01/2014;83.64;G02;Coal;ITM3;STA213;STA375;operator owned;29.852
15/01/2014;1007.37;G02;Coal;ITM3;STA213;STA422;operator owned;157.145
15/01/2014;255.84;G02;Coal;ITM3;STA213;STA180;operator owned;333.096
15/01/2014;250.92;G02;Coal;ITM3;STA213;STA318;operator owned;324.437
15/01/2014;252.15;G02;Coal;ITM3;STA213;STA214;operator owned;124.304
15/01/2014;84.87;G02;Coal;ITM3;STA213;STA176;operator owned;50.75
15/01/2014;168.51;G02;Coal;ITM3;STA213;STA399;operator owned;392.788
15/01/2014;167.28;G02;Coal;ITM3;STA213;STA102;operator owned;269.653
15/01/2014;413.28;G02;Coal;ITM3;STA213;STA441;operator owned;445.924
15/01/2014;498.15;G02;Coal;ITM3;STA213;STA140;operator owned;212.704
15/01/2014;235.422;G02;Coal;ITM3;STA213;STA399;operator owned;512.172
15/01/2014;585.48;G02;Coal;ITM3;STA213;STA375;operator owned;209.014
15/01/2014;756.45;G02;Coal;ITM3;STA213;STA161;operator owned;456.133
15/01/2014;250.92;G02;Coal;ITM3;STA213;STA284;operator owned;140.257
15/01/2014;166.05;G02;Coal;ITM3;STA213;STA7;operator owned;133.836
15/01/2014;168.51;G02;Coal;ITM3;STA213;STA276;operator owned;210.121
